objetivo,objetivo_descripcion,linea,indicador,indicador_codigo,metodo,fuente,descripcion,resolucion
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático","Optimizar la gestión integral ambiental de las ciudades, precautelando el equilibrio de las funciones ambientales, protegiendo la salud y reduciendo las desigualdades socioespaciales",Incidencia de Infecciones Respiratorias Agudas,51,Número de registros de atención de niños de 0 a 4 años que sufrieron Infecciones Respiratorias Agudas,"SNIS - VE, Ministerio de Salud.","Número de registro de atención de Infecciones Respiratorias Agudas (IRAs) en menores de 5 años. Número de episodios / Población menores de 5 años (en una gestión). El SNIS-VE tiene un flujo y ciclo de información mensual constante, a diferencia de una encuesta con muestreo específico.",Municipal
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático","Optimizar la gestión integral ambiental de las ciudades, precautelando el equilibrio de las funciones ambientales, protegiendo la salud y reduciendo las desigualdades socioespaciales",Incidencia de Enfermedades Diarreicas Agudas,52,Número de registros de atención de niños de 0 a 4 años que sufrieron Enfermedades Diarreicas Agudas,"SNIS - VE, Ministerio de Salud.","Número de registro de atención de Infecciones Diarreicas Agudas (EDAs) en menores de 5 años. Número de episodios / Población menores de 5 años (en una gestión). El SNIS-VE tiene un flujo y ciclo de información mensual constante, a diferencia de una encuesta con muestreo específico.",Municipal
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático","Optimizar la gestión integral ambiental de las ciudades, precautelando el equilibrio de las funciones ambientales, protegiendo la salud y reduciendo las desigualdades socioespaciales",Área verde per cápita,53,Superficie de área verde en relación a la población,"Estimaciones propias ONU-HABITAT, en base a OpenStreetMap; datos de Imágenes SENTINEL 2A y, Google Earth e, CNPV 2012 del INE.",Área Verde entre la población de la ciudad,Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático","Optimizar la gestión integral ambiental de las ciudades, precautelando el equilibrio de las funciones ambientales, protegiendo la salud y reduciendo las desigualdades socioespaciales",Proporción de superficie no impermeabilizada,54,Porcentaje del área de la mancha urbana que no está cubierta por construcciones de ningún tipo,"Estimaciones propias ONU-HABITAT, en base a OpenStreetMap; datos de Imágenes SENTINEL 2A y, Google Earth.","Como primer acercamiento a esta medición se asume todas las áreas verdes públicas como privadas, y terrenos no cubiertos con cualquier tipo de infraestructura gris, son superficies de impermeabilización. En el futuro se debe adecuar la metodología para  incorporar lo relacionado al tipo de cobertura de las calles, como si se cuenta con asfalto permeable, etc. 
En ese sentido, en su primera versión, este indicador se hará en base a la información disponible de  cobertura vegetal y suelo sin cobertura.",Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Fortalecer los sistemas de gestión integral de residuos sólidos,Proporción de residuos valorizables aprovechados,55,Porcentaje de residuos aprovechados en relación a los generados,Gobiernos Autónomos municipales. Dirección de residuos sólidos del MMAyA.,Toneladas aprovechadas de residuos sólidos reciclables y orgánicos. Se puede también medir en porcentaje cuando se relaciona con el total de los residuos generados en la ciudad,Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Fortalecer los sistemas de gestión integral de residuos sólidos,Proporción de manejo inadecuado de residuos sólidos,56,Porcentaje de hogares que eliminan residuos sólidos inadecuadamente,"CNPV - 2012 y Encuestas a Hogares  - EH 2019, del INE.","Entendido como: Hogares que botan los residuos sólidos al rio, los queman, botan en un terreno baldío o la calle, o los entierran respecto del total de hogares.",Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Fortalecer los sistemas de gestión integral de residuos sólidos,Años de vida útil de Sistemas de disposición final sanitariamente segura,57,Número de años de vida útil que le queda a un relleno sanitario por ciudad,Gobiernos Autónomos Municipales. Dirección de residuos sólidos del Ministerio de Medio Ambiente y Agua.,"Sistemas de disposición final sanitariamente segura existentes (rellenos sanitarias, incineradores, sistemas de tratamiento térmico, entre otros), en relación a años de vida útil (misma que considera años de funcionamiento en relación al volumen de residuos proyectado a ser recibido).",Manchas Urbanas
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Impulsar modalidades de producción y hábitos urbanos de consumo sustentables y saludables,Incidencia de sobrepeso y obesidad,58,Porcentaje de personas que tienen un Índice de Masa Corporal (IMC) mayor a 2 Desviaciones Estándar (DE) sobre el valor normativo de acuerdo a la edad,"Encuesta de Demografía y Salud (EDSA) 2016. Estudio Temático de nutrición de la niñez y de las mujeres en Bolivia, en base a Encuestas de Demografía y Salud 2008-2016.","El IMC se calcula a partir de dos datos básicos: la estatura y el peso. La fórmula es IMC=Peso (kg)/Altura x Altura (m).
Sobrepeso y obesidad, para definir esta condición, tanto en el caso de niños(as) menores de cinco años y adultos, se emplea el indicador peso para la talla o longitud en el que el punto de peso cae por encima de las +2 Desviaciones Estándar (DE) hasta la +3 DE para la talla o longitud (sobrepeso) o por encima de las +3 DE (obesidad).",Municipal
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Impulsar modalidades de producción y hábitos urbanos de consumo sustentables y saludables,Falencia de alimentación nutritiva,59,Porcentaje de hogares con personas que no tuvieron acceso a alimentación nutritiva y saludable,Encuesta de Hogares - EH 2019 del INE.,"Se refiere al número de hogares que contestaron que si a la pregunta de la Encuesta de Hogares del INE: Por falta de dinero u otros recursos, alguna vez ¿En su hogar usted o algún adulto y/o algún menor de 18 años dejaron de tener una alimentación nutritiva y saludable?",Departamental - Urbano
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Impulsar modalidades de producción y hábitos urbanos de consumo sustentables y saludables,Proporción de energías renovables,60,"Porcentaje de energía eléctrica que se produce por fuentes eólicas, solares y biomasa",Anuario Estadístico del Sector Eléctrico- 2018; Autoridad de fiscalización y control social de electricidad (AE).,"Del total de energía eléctrica producida la proporción que proviene de fuentes renovables. 
Se considera como fuentes renovables de energía a las generadas por fuentes eólicas, solares y biomasa. Hidroeléctrica no es considerada como fuente renovable.",Total Bolivia
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Gestionar los riesgos de forma integral e implementar medidas de adaptación al cambio climático,Variación porcentual anual de la inversión nacional en gestión de riesgos,61,Variación porcentual anual de la inversión nacional asignada a gestión de riesgos,Decretos supremos de emergencia e información de la Agencia de Vivienda.,"Cuantificación de las inversiones generadas por el estado nacional y ETAs para la atención de desastres, se debe diferenciar estas inversiones por evento.
Se consideraran los proyectos o inversiones catalogadas en el VIPFE con Riesgos y las que se encuentran en los POAs de los municipio y departamentos con las partidas  031 y 091, respectivamente.",Municipal
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Gestionar los riesgos de forma integral e implementar medidas de adaptación al cambio climático,Densidad de médicos por mil habitantes,62,Número de médicos por cada 1000 habitantes,Servicio Estatal de Autonomías  SEA; https://www.sea.gob.bo/; http://201.222.81.3:8080/SEA/indicadores; 2015,"Los médicos son profesionales que estudian, diagnostican, tratan y previenen enfermedades, lesiones y otros trastornos físicos y mentales.",Municipal
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Gestionar los riesgos de forma integral e implementar medidas de adaptación al cambio climático,Porcentaje de hogares que cuentan con agua limpia,63,Porcentaje de hogares que consideran que el agua que utilizan es limpia,Encuesta de Hogares - EH 2019 del INE.,Cuenta el número de hogares que considera -de manera subjetiva- como limpia el agua que utiliza para beber y cocinar  independientemente de su procedencia,Departamental - Urbano
Ciudades sustentables y resilientes,"Contar con capacidades en cuanto a la gestión de riesgos y adaptación al cambio climático puede lograr que el entorno urbano sea saludable, sustentable y resiliente para la población. Será importante impulsar la ecoeficiencia en los modos de producción y promover los buenos hábitos de consumo, un consumo responsable. De esta manera se podrá enfrentar las vulnerabilidades de la vida en ciudad ante amenazas naturales y antrópicas que se agudizan debido al cambio climático. 
- Gestión integral ambiental de las ciudades
- Gestión de residuos sólidos
- Modalidades de producción y hábitos de consumo sustentables y saludables
- Gestión de riesgos y adaptación al cambio climático",Gestionar los riesgos de forma integral e implementar medidas de adaptación al cambio climático,Número de personas con enfermedades transmitidas por vectores,64,Número de personas que declararon tener Chagas o Dengue,Encuesta de Hogares - EH 2019 del INE.,Observa el número de personas que declararon tener Chagas y/o Dengue (en el último año) respecto del total de la población.,Departamental - Urbano
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Elevar la productividad a partir de la gestión de economías de aglomeración, el desarrollo de entramados productivos y la cualificación de los entornos de trabajo",Incremento neto de empresas por cada mil habitantes,67,Variación anual en el número neto de empresas por mil habitantes,"Funde presa, Ministerio de Desarrollo Productivo","Al número de licencias empresariales nuevas que se asignan en un año se restan las que han cancelado su licencia y se divide por la población de la ciudad, luego se multiplica por 1000. Este indicador estima el grado de dinamismo de un territorio.",Municipal
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Elevar la productividad a partir de la gestión de economías de aglomeración, el desarrollo de entramados productivos y la cualificación de los entornos de trabajo",Brecha de productividad entre ciudades,68,Variación de la tasa de crecimiento promedio anual del PIB por ciudad entre censos,Censos de Población y Vivienda del INE 2001 y 2012. PIB por Departamento de Cuentas Nacionales del INE 2001 y 2012.,Es la variación porcentual del PIB per cápita entre censos 2001 - 2012 por ciudad,Manchas Urbanas
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Elevar la productividad a partir de la gestión de economías de aglomeración, el desarrollo de entramados productivos y la cualificación de los entornos de trabajo",Proporción de calles con alta accesibilidad,69,Porcentaje de calles con un ancho mayor a 12 metros respecto del total de calles,"Estimaciones ONU-HABITAT en base a datos de Imágenes SENTINEL 2A, OpenStreetMap y Google Earth.","Se clasificaron a las calles o vías de una ciudad por el ancho de las mismas: Poco Anchas ? 8 m; Medianamente Anchas 8-12 m y, Muy Anchas >12 m. Luego, se dividió la longitud de las vías Muy Anchas entre la Longitud Total de las vías.
Es posible que un mayor porcentaje de vías anchas facilite el transporte de productos y así el crecimiento económico de una ciudad.",Manchas Urbanas
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Elevar la productividad a partir de la gestión de economías de aglomeración, el desarrollo de entramados productivos y la cualificación de los entornos de trabajo",Tasa de ocupación,70,Porcentaje de ocupados respecto a la población de 10 años y más,Censo de Población y Vivienda del INE 2012.,Es la proporción que representa la Población Ocupada respecto de la Población en Edad de Trabajar (PET>=10 años de edad).,Manchas Urbanas
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Elevar la productividad a partir de la gestión de economías de aglomeración, el desarrollo de entramados productivos y la cualificación de los entornos de trabajo",Tasa de informalidad en el empleo,71,"Porcentaje de ocupados informales: trabajadores del sector semiempresarial (asalariados, empleadores, socios o cooperativistas que realizan alguna actividad económica en empresas o instituciones donde trabajan menos de 5 personas) y sector familiar (trabajadores por cuenta propia y trabajadores familiares) ",Estimaciones propias de ONU Hábitat en base a datos del Censo de Población y Vivienda del INE 2012.,"Según la metodología de clasificación de los Sectores del Mercado de Trabajo utilizada por UDAPE el sector Informal, incluye trabajadores del Sector Semiempresarial (asalariados, empleadores, socios o cooperativistas que realizan alguna actividad económica en empresas o instituciones donde trabajan menos de 5 personas) y Sector Familiar (Trabajadores Cuenta propia y Trabajadores Familiares). No incluye a profesionales y técnicos de apoyo. No incluye Servicio Doméstico (Empleadas de hogar). Este indicador sólo se calcula para el área urbana.",Manchas Urbanas
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Impulsar procesos de transformación productiva basados en la investigación, innovación, y desarrollo (I+I+D)",Proporción de unidades económicas de la industria manufacturera que cuenta con sistemas de gestión o productos certificados,72,Porcentaje de unidades económicas de la industria manufacturera que cuenta con sistemas de gestión o productos certificados,FUNDEMPRESA - Ministerio de Desarrollo Productivo y Economía Plural,El porcentaje de empresas manufactureras que cuenta con certificación de sistemas de gestión y/o productos certificados. Este indicador da cuenta de la proporción de unidades económicas que han invertido en mejoras de calidad en su línea de producción.,Total Bolivia
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Impulsar procesos de transformación productiva basados en la investigación, innovación, y desarrollo (I+I+D)",Proporción de ocupados en actividades de innovación,73,"Porcentaje de ocupados como profesionales, científicos o intelectuales en relación al total de ocupados",Censo de Población y Vivienda del INE 2012. Encuesta de Hogares del INE 2019.,"Este indicador aproximado estima la capacidad de innovación de un territorio determinando el porcentaje de su población que está ocupada en ocupaciones que tienen potencial de creación de procesos, productos o servicios.",Manchas Urbanas
Ciudades productivas,"Generar un entorno con mayores oportunidades para todos, con colaboración para todos y todas, implica incrementar la productividad y la innovación en las ciudades, para alcanzar mayores niveles de competitividad y fortaleza económica y que de esta manera se pueda generar una mejora en las condiciones de vida de la población. 
Para ello no debe perderse de vista el impulso a la producción sustentable, el fortalecimiento de la conectividad y la articulación urbanas que puedan potenciar clústeres productivos, generando las condiciones para el trabajo decente y el aprovechamiento del bono demográfico. Fomentar la innovación y promover la diversificación productiva.
- Gestionar la aglomeración económica para elevar la productividad y generar trabajos de calidad
- Transformación productiva basada en la I&I&D","Impulsar procesos de transformación productiva basados en la investigación, innovación, y desarrollo (I+I+D)",Porcentaje de unidades económicas de la industria manufacturera que realizaron innovación tecnológica,74,Porcentaje de empresas manufactureras que declara haber realizado innovación en su proceso productivo durante el último año,Encuesta Anual de Unidades Económicas - MDPEP,Es el número de empresas manufactureras que ha realizado innovación en su proceso productivo respecto el número total de ellas.,Total Bolivia
